SF Link,Account Name,Status,Combined Activation Status,BW Plan,Monthly Spend,EC Customer,Signal,Website,City,State,Zip,Phone,Customer Type,Active Students,Billing Active (L30D)
0013u00001ID78OAAT,[Community Early Learning Center]-North Idaho College Head Start,Customer (Non-Premium),SaaS Only Activated,Inactive,,No,"Name, Website",www.nic.edu/headstart,Coeur D Alene,Idaho,83815,208-666-5493,Multi-Site Parent,11,
0013u00001ID78MAAT,[Harding Head Start] -North Idaho College Head Start,Customer (Non-Premium),Onboarding,Inactive,,No,Name,lakeland272.org,RATHDRUM,Idaho,83858,208-666-6762,Multi-Site Child,67,
0013u00001ID4mCAAT,[Julien Bucher Early Learning Center]- North Idaho College Head Start,Customer (Non-Premium),Onboarding,Inactive,,No,Name,http://www.nic.edu/,Bonners Ferry,Idaho,83805,208-267-5756,Multi-Site Child,16,
0013u00001ID78LAAT,[Lakeland Head Start]- North Idaho College Head Start,Customer (Non-Premium),Onboarding,Inactive,,No,"Name, Website",www.nic.edu/headstart,Rathdrum,Idaho,83858,208-687-1682,Multi-Site Child,46,
0013u00001ID78PAAT,[Post Falls Head Start]- North Idaho College Head Start,Customer (Non-Premium),Onboarding,Inactive,,No,Name,,,Idaho,,2087736164,Non-Target,38,
0013u00001ID4mBAAT,[Sandpoint Head Start]- North Idaho College Head Start,Customer (Non-Premium),Onboarding,Inactive,,No,Name,WWW.NIC.EDU,Sandpoint,Idaho,83864-1609,(208) 263-6232,Multi-Site Child,52,
0013u00001ID4mDAAT,[Shoshone Head Start]- North Idaho College Head Start,Customer (Non-Premium),SaaS Only Activated,Inactive,,No,Name,,,Idaho,,208-784-5581,Multi-Site Child,15,
0013u00001ID78NAAT,[St Maries Head Start]- North Idaho College Head Start,Customer (Non-Premium),SaaS Only Activated,Inactive,,No,Name,,,ID,,2082456519,Multi-Site Child,17,
001Rd00000GFOX5IAP,ABCD HEADSTART,Customer (Non-Premium),Onboarding,,,No,Name,,,Massachusetts,,9789432306,,,
001Rd00000DKmNZIA1,Athens Headstart,Customer (Non-Premium),SaaS Only Activated,Premium,,No,Name,WWW.HAPCAP.ORG,NELSONVILLE,Ohio,45764,(740)592-1124,Multi-Site Parent,51,
001PB00000HtZHyYAN,Centerburg Head Start,Customer (Non-Premium),Onboarding,Premium,,No,Name,,,,,,Multi-Site Child,13,
001Rd00000FSATnIAP,"Community Action Partnerships of Strafford County, NH",Customer (Non-Premium),Onboarding,Premium,,No,Website,https://www.facebook.com/straffordcountyheadstart/,Dover,New Hampshire,3821,(603) 285-9460,Government Payer,,
0013u00001Iz2EMAAZ,Family Resource Center,Customer (Non-Premium),SaaS and Billing Activated,,,No,Website,https://www.headstartprogram.us/,Mount Ayr,Iowa,50854,641-464-3385,,,
001Rd00000B2mLZIAZ,Fayette County Early Learning Center Jeffersonville Head Start,Customer (Non-Premium),Onboarding,Premium,,No,Name,,,,,,Multi-Site Child,62,
0013u000019pUWaAAM,Glenside Head Start &amp; Kid&#39;s World Learning Center,Customer (Non-Premium),SaaS Only Activated,Inactive,,No,Name,muskegonpublicschools.org,Muskegon,Michigan,49441,(231) 720-2560,Single-Site,51,
0013u00001W1KIBAA3,H.E. WHITE ELEMENTARY (CLAY CO) HEAD START,Customer (Non-Premium),Onboarding,Inactive,,No,Name,https://cms.wayn.k12.wv.us/o/cpk/page/about-us,BOMONT,WV,25030,3045487101,Multi-Site Parent,8,
001PB00000J6H87YAF,JVCAI Head Start - Milton,Customer (Non-Premium),SaaS Only Activated,Premium,,No,Name,,,,,,Multi-Site Child,59,
001PB00000J6H89YAF,JVCAI Head Start - Southview,Customer (Non-Premium),SaaS Only Activated,Premium,,No,Name,,,,,,Multi-Site Child,13,
001PB00000J6H88YAF,JVCAI Head Start - Vinton County,Customer (Non-Premium),SaaS Only Activated,Premium,,No,Name,,,,,,Multi-Site Child,17,
0013u00001WTTfbAAH,JVCAI Head Start Parkview,Customer (Non-Premium),SaaS Only Activated,Premium,,No,Name,WWW.JVCAI.ORG,MCARTHUR,Ohio,45651,(740) 2868441,Multi-Site Parent,66,
001Rd00000DKqe7IAD,Laurelville Head Start,Customer (Non-Premium),Onboarding,Premium,,No,Name,,,,,,Single-Site,13,
001Rd0000097YvpIAE,LEADS Head Start: Delaware,Customer (Non-Premium),SaaS Only Activated,Premium,,No,Name,leadscaa.org,Marysville,OH,43040,9376421230,Multi-Site Child,101,
001Rd0000097AiEIAU,LEADS Head Start: Marysville,Customer (Non-Premium),SaaS Only Activated,Premium,,No,Name,leadscaa.org,Delaware,OH,43015,(740) 349-8468,Multi-Site Parent,71,
001Rd0000097YvqIAE,LEADS Head Start: Newark,Customer (Non-Premium),SaaS Only Activated,Premium,,No,Name,,Newark,OH,43055,#ERROR!,Multi-Site Child,142,
001Rd0000097YvrIAE,LEADS Head Start: Pataskala,Customer (Non-Premium),SaaS Only Activated,Premium,,No,Name,www.leadscaa.org,Pataskala,OH,43062,7409279861,Multi-Site Child,39,
001Rd0000097YvsIAE,LEADS Head Start: Utica,Customer (Non-Premium),SaaS Only Activated,Premium,,No,Name,www.leadscaa.org,Utica,OH,43080,7408924196,Multi-Site Child,25,
001Rd00000DNdUDIA1,Logan Headstart,Customer (Non-Premium),SaaS Only Activated,Premium,,No,Name,,,,,7403851880,Multi-Site Child,43,
0011I00000bA1NTQA0,Lulac Head Start Inc. Corporate,Customer (Non-Premium),SaaS and Billing Activated,,,No,"Name, Website",http://www.lulacheadstart.org/,New Haven,Connecticut,6513,#ERROR!,Multi-Site Parent,,
001PB00000HpDcYYAV,New Hope Early Education Center,Customer (Non-Premium),SaaS and Billing Activated,Premium,,No,Website,knoxheadstart.org,Mount Vernon,Ohio,43050,17403936972,Multi-Site Parent,64,Yes
0013u00001dSkoyAAC,NEW HORIZON MAIN HEAD START,Customer (Non-Premium),Onboarding,Premium,,No,Name,,Los Angeles,Louisiana,90001,224-344-2152,Single-Site,152,
001Rd00000DL8BCIA1,New Lexington Head Start,Customer (Non-Premium),Onboarding,Premium,,No,Name,http://WWW.HAPCAP.ORG,New Lexington,Ohio,43764,(740)342-1333,Single-Site,68,
0011I00001EHlseQAD,New Millennium Child Care II,Customer (Non-Premium),Onboarding,Inactive,,No,Website,https://www.gatewaycap.org/headstart,Egg Harbor Township,New Jersey,8234,(609) 816-3309,Single-Site,25,No
001Rd00000DyzIyIAJ,OHCAC Head Start - Bucyrus Center,Customer (Non-Premium),Onboarding,Premium,,No,Name,,,,,,Multi-Site Child,,
001Rd00000DyzJ0IAJ,OHCAC Head Start - Galion Center,Customer (Non-Premium),Onboarding,Premium,,No,Name,,,,,,Multi-Site Child,,
001Rd00000DyzJ1IAJ,OHCAC Head Start - Haxton Center,Customer (Non-Premium),Onboarding,Premium,,No,Name,,,,,,Multi-Site Child,,
001Rd00000DyzJ2IAJ,OHCAC Head Start - Marian Clark Center,Customer (Non-Premium),Onboarding,Premium,,No,Name,,,,,,Multi-Site Child,,
001Rd00000DyzJ3IAJ,OHCAC Head Start - Morrow Center,Customer (Non-Premium),Onboarding,Premium,,No,Name,,,,,,Multi-Site Child,,
001Rd00000DyzIzIAJ,OHCAC Head Start - Sam Center,Customer (Non-Premium),Onboarding,Premium,,No,Name,,,,,,Multi-Site Child,,
0013u00001SLkLWAA1,OHCAC Head Start- Jan Center,Customer (Non-Premium),Onboarding,Premium,,No,Name,http://www.OHCAC.org,BUCYRUS,Ohio,44820,(419) 468-5121,Multi-Site Parent,,
0013u00001dSkq1AAC,PROGRESS ROAD II HEAD START,Customer (Non-Premium),Onboarding,Premium,,No,Name,https://www.brla.gov/Directory.aspx?did=140,Los Angeles,Louisiana,90001,2257741901,Single-Site,145,
0013u00001WRMnbAAH,QUECHAN HEAD START,Customer (Non-Premium),Onboarding,,,No,Name,quechantribe.com,WINTERHAVEN,California,92283,7605720263,,,
001Rd000003yR3iIAE,WooCommerce_Account_lizneyland1headstart@yahoo.com,Customer (Non-Premium),Onboarding,,,No,Name,,,,,,Single-Site,,
0013u00001aqYzZAAU,WINSTON COUNTY HEAD START/EARLY HEAD START,Prospect,Onboarding,Trialing,$0.01,No,Name,,Louisville,Mississippi,39339,6627738965,Non-Target,,
001PB00000brw29YAA,ABC HEAD START,Prospect,Onboarding,,,No,Name,http://eclkc.ohs.acf.hhs.gov,Homer,Louisiana,71040,3185407606,,,
001PB00000brw2AYAQ,Abc Head Start Center,Prospect,Onboarding,,,No,Name,http://eclkc.ohs.acf.hhs.gov,Homer,LA,71040,3189276290,,,
001PB00000NpmoaYAB,ABCD Head Start and Children's Services,Prospect,Onboarding,,,No,Name,http://www.bostonabcd.org,Dorchester,Massachusetts,2121,6177214932,,,
001Rd00000EF4xkIAD,ACCAP Head Start,Prospect,Onboarding,,,No,Name,accap.org,Minneapolis,Minnesota,55433,1-763-783-4359,,,
001Rd000006zmtxIAA,Acelero Learning Monmouth County Headstart-Neptune,Prospect,Onboarding,,,No,Name,acelero.net,Neptune,NJ,7753,7322334810,,,
001Rd000002R18YIAS,Adams County Head Start,Prospect,Onboarding,Free,,No,"Name, Website",http://www.adcogov.org/creekside-head-start,Thornton,Massachusetts,80260,17814908360,,,
001Rd00000AGHAPIA5,Adams County Head Start-Rainbow Center,Prospect,Onboarding,,,No,Name,,Westminster,CO,80031,3034288648,,,
001PB00000Q06T6YAJ,Alton Head Start,Prospect,Onboarding,,,No,Name,,Alton,Missouri,65606,(417) 778-7579,,,
001Rd000002QqLFIA0,Anderson Center 2501 Head Start,Prospect,Onboarding,,,No,Name,hekids.org,Anderson,CA,96007,5303657679,,,
001Rd000002QqLEIA0,ANDERSON CENTER HEAD START,Prospect,Onboarding,,,No,Name,hekids.org,ANDERSON,California,96007,5302455116,,,
001PB00000W4xv8YAB,Anderson-South Head Start,Prospect,Onboarding,,,No,"Name, Website",http://knoxvilleheadstart.org/?utm_source=GMB&utm_medium=organic&utm_campaign=gmb,Knoxville,Tennessee,37920,8655731846,,,
001Rd000009QLDJIA4,ANNA JO GARCIA HAYNES EARLY LEARNING CENTER HEAD START,Prospect,Onboarding,,,No,Name,www.milehighearlylearning.org,Denver,Colorado,80205,3032952011,,,
001PB00000OAdezYAD,Appleton Head Start,Prospect,Onboarding,,,No,Name,,Appleton,MN,56208,3202899161,,,
001PB00000PuVvhYAF,Arkansas Early Learning Bryant Early Head Start,Prospect,Onboarding,,,No,Name,arearlylearning.org,Bryant,Arkansas,72022,5012130530,,,
0013u00001VPNFXAA5,ATOKA HEADSTART,Prospect,Onboarding,,,No,Name,incacaa.org,ATOKA,Oklahoma,74525,5808893239,,,
001PB00000PBxXxYAL,Augusta Tech College Head Start,Prospect,Onboarding,,,No,"Name, Website",www.csraeoaheadstart.org,Augusta,Georgia,30901-3859,7068311536,,,
001PB00000P4Ne2YAF,B C C A P Child Development Center,Prospect,Onboarding,,,No,Website,https://www.gbcaheadstart.org/michaels-energy-factory,Hackensack,New Jersey,7601,2015250049,,,
001Rd0000086puTIAQ,Batesville East Head Start,Prospect,Onboarding,,,No,Name,https://batesvillepreschool.com/,Batesville,AR,72501,8707933234,,,
001PB00000YIG61YAH,Battiest Preschool- Choctawnation Headstart,Prospect,Onboarding,,,No,"Name, Website",https://www.choctawnation.com/services/head-start/,Broken Bow,Oklahoma,74728-5122,(580) 241-7781,,,
001Rd0000070BfNIAU,benton franklin head start,Prospect,Onboarding,,,No,Name,,,Other,,6057609888,,,
001PB00000Q6nYYYAZ,Berean Head Start Center,Prospect,Onboarding,,,No,Name,,New Orleans,,70113,5045241281,,,
001Rd000002R2hNIAS,Bossier Parish Early Head Start Kitchen,Prospect,Onboarding,,,No,Name,bocs.org,Bossier City,LA,71111,3187429856,,,
001Rd00000EQxIvIAL,Brazil Resource Center - Head Start,Prospect,Onboarding,,,No,Name,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.cars-services.org&s=bd4bfd77bccb7e83b51e1d929adcd778&cb=6968328&emid=mm2m89v,Brazil,Indiana,47834,812 446-1103,,,
001PB00000V549BYAR,Bright Beginnings Early Head Start,Prospect,Onboarding,,,No,Name,www.lovelifemassage.com,Dodge City,Kansas,67801,6203711250,,,
001Rd000002RkglIAC,Broc Cub Creek Head Start,Prospect,Onboarding,,,No,Name,,North Wilkesboro,NC,28659,3366517690,,,
0013u00001SIYuMAAX,Brownwood Early Head Start,Prospect,Onboarding,Free,,No,Name,esc15.net,Brownwood,Texas,76801 3455,(325) 641-8823,,,
001Rd00000Gcn3JIAR,Bryan County Head Start/Pre K,Prospect,Onboarding,,,No,Name,,Pembroke,Georgia,31321,,,,
001Rd000007BgxbIAC,Bunn Head Start,Prospect,Onboarding,,,No,Name,fvwopp.com,Bunn,North Carolina,27508,9194960175,,,
0013u00001Fid10AAB,Burke County Board of Education Inc Early Head Start,Prospect,Onboarding,,,No,Name,burke.k12.ga.us,Waynesboro,Georgia,30830,17065542306,,,
001Rd000002QlYSIA0,Burroughs Head Start,Prospect,Onboarding,,,No,Name,www.lbschools.net/Asset/Files/Child_Development/CDC_Flyer_Sept16_EN.pdf,Signal Hill,CA,90755,5624273424,,,
001PB00000PCOjMYAX,Bushnell,Prospect,Onboarding,Inactive,,No,Website,http://www.midfloridaheadstart.com/,Bushnell,Florida,33513,352-568-0821,,,
0013u00001WTVHuAAP,BUSHWICK UNITED EARLY LEARN @ 803 K HEAD START,Prospect,Onboarding,,,No,Name,www.bushwickunited.org,BROOKLYN,New York,11207,7189758374,,,
001Rd00000F9TWrIAN,CADA Head Start,Prospect,Onboarding,,,No,Name,,,North Carolina,,12528832712,,,
001PB00000OA9M1YAL,CAPO VALLEY CENTER HEAD START,Prospect,Onboarding,,,No,Name,,SAN JUAN CAPISTRANO,CA,92675,9496618029,,,
001Rd00000AKH2JIAX,Capslo-Cuesta Head Start-Rm 4011,Prospect,Onboarding,,,No,Name,genevacsd.org,San Luis Obispo,California,93405,8055463100,,,
0013u00001TWU2BAAX,CARD (Community Action Resource and Development) Head Start,Prospect,Onboarding,,,No,Name,cardcaa.org,Wagoner,Oklahoma,74467,9184853351,,,
001Rd0000086mRxIAI,CDI Head Start,Prospect,Onboarding,,,No,Name,www.ganisraelsanrafael.com/,Lynwood,CA,90262,3109330671,,,
001PB00000Yrb19YAB,Cdi Head Start Serving S. L. A. C.-Paramount,Prospect,Onboarding,,,No,Name,https://www.voa.org/,Paramount,CA,90723,3109330732,,,
001Rd000003iHDBIA2,Cdi Head Start-Kiowa,Prospect,Onboarding,,,No,Name,,Kiowa,OK,74553,9187050704,,,
001Rd000002TZ9KIAW,Cdr - Jeff Davis Head Start,Prospect,Onboarding,,,No,Name,http://www.cdrv.org/,Oxnard,CA,93033,8054876797,,,
001Rd00000GPZXdIAP,Cedar Creek Head Start,Prospect,Onboarding,,,No,Name,www.ctfhs.org,Bastrop,Texas,78602 1505,(512) 321-2900,,,
001PB00000Q7k7BYAR,Cedar Saint James Headstart,Prospect,Onboarding,,,No,Name,ourlovingarms.com,Chicago Heights,Illinois,60411,7087553915,,,
001Rd00000DAaQyIAL,Charles Drew Project Headstart,Prospect,Onboarding,,,No,Name,https://www.crystalstairs.org/,Compton,CA,90222,3107631238,,,
001PB00000OAUZ3YAP,Charles Drew Project Headstart,Prospect,Onboarding,,,No,Name,crystalstairs.org,Compton,California,90220,3107641581,,,
001PB00000OAjPRYA1,Charles Drew Project Headstart-Mona House,Prospect,Onboarding,,,No,Name,,Compton,CA,90222,3107630467,,,
001PB00000aDqFNYA0,Child Inc Head Start and Early Head Start,Prospect,Onboarding,,,No,Name,,,Texas,,5122901292,,,
001PB00000YIG62YAH,Choctaw Nation Headstart,Prospect,Onboarding,,,No,Name,http://www.choctawnation.com/,Durant,Oklahoma,74701,5809248536,,,
0013u000019PqFGAA0,CIFC Head Start,Prospect,Onboarding,,,No,Name,ct-institute.org,NORWALK,Connecticut,06854-2837,7327943972,,,
001PB00000PC2FoYAL,Cimarron Head Start,Prospect,Onboarding,,,No,Name,,Cimarron,Kansas,67835,6208553889,,,
001Rd00000Gcn3KIAR,"Coastal Georgia Area C.A.A., Inc. Reidsville Head Start",Prospect,Onboarding,,,No,Name,WWW.COASTALGACAA.ORG,Collins,Georgia,30421,(912) 693-2207,,,
001PB00000PCJgTYAX,Community Action Corp. of South Texaa,Prospect,Onboarding,,,No,Website,https://www.headstartprogram.us/program/aransas-pass-head-start,Aransas Pass,Texas,78336,3613328118,,,
0013u00001MGjboAAD,Copperas Cove Head Start Center,Prospect,Onboarding,,,No,Name,www.hccaa.com,Copperas Cove,Texas,76522,(254) 547-1771,,,
001Rd000009TVw7IAG,Corning Head Start,Prospect,Onboarding,,,No,Name,http://www.hapcap.org,Corning,Ohio,43730,(740) 347-4685,,,
001Rd000002TQXRIA4,Covenant House Early Head Start - New Orleans LA Child Day Care - Type III,Prospect,Onboarding,,,No,Name,covenanthouse.org,New Orleans,Louisiana,70112,(504) 581-6176,,,
0013u00001LNQfQAAX,Crockett County Head Start,Prospect,Onboarding,,,No,Name,nwcommunityaction.org,Alamo,Tennessee,38001,(731) 696-3217,,,
001Rd000002QvMWIA0,Crossroads Head Start,Prospect,Onboarding,,,No,Name,http://www.fcmi-ms.org/,Newton,Mississippi,39345,6016833161,,,
001PB00000YxHcQYAV,Crow Head Start,Prospect,Onboarding,Free,,No,Name,crow-nsn.gov,,Washington,,(360) 333-9299,,,
001PB00000bH5u3YAC,Culbertson Head Start,Prospect,Onboarding,Free,,Yes,Name,,,Georgia,,(229) 510-6245,,,
001Rd000002R8jWIAS,Dayton Ealry Head Start,Prospect,Onboarding,,,No,"Name, Website",http://www.svheadstart.info/,Dayton,TN,37321,4234289697,,,
001Rd000002R9EBIA0,Dennis Head Start,Prospect,Onboarding,,,No,Name,http://sscac.org/,Dennis Port,MA,2639,5083948897,,,
001PB00000NpmobYAB,DORCHESTER HEAD START & CHILDREN'S SERVICES,Prospect,Onboarding,,,No,Name,http://www.bostonabcd.org,Dorchester,MA,2121,6179296200,,,
001PB00000JmWYvYAN,Dunlap Head Start,Prospect,Onboarding,,,No,Name,sequatchie.k12.tn.us,Dunlap,TN,37327,4239495015,,,
001PB00000JmWYwYAN,Dunlap Head Start,Prospect,Onboarding,,,No,Name,sequatchie.k12.tn.us,Dunlap,TN,37327,4234037542,,,
001PB00000PzmMLYAZ,Early Education Center Head Start,Prospect,Onboarding,,,No,"Name, Website",headstartelc.com.au,Panama City,Florida,32401,8507475404,,,
001PB00000a1FRlYAM,Early Head Start,Prospect,Onboarding,Free,,No,Name,,,VA,,7036877320,,,
001Rd0000078KIVIA2,early head start,Prospect,Onboarding,,,No,Name,,,Florida,,18504611256,,,
001PB00000PCRhBYAX,Early Head Start At Garland,Prospect,Onboarding,,,No,Name,http://www.hsgd.org,Garland,TX,75042,2145754905,,,
001PB00000NG3PkYAL,Early Head Start Brown Circle,Prospect,Onboarding,,,No,Name,,Laurel,Mississippi,39440,601-426-1013,,,
001PB00000PCrOkYAL,Early Headstart,Prospect,Onboarding,,,No,Name,,Rayville,LA,71269,3187288012,,,
001PB00000Z1SuFYAV,Early Headstart,Prospect,Onboarding,,,No,Name,,,North Carolina,,8284059809,,,
0013u00001OFl62AAD,East Coast Migrant Head Start Project- Gaffney,Prospect,Onboarding,,,No,Name,littlepeacheslearning.com,Gaffney,South Carolina,29341,(864) 558-9549,Non-Target,,
001PB00000Pu9C0YAJ,East Side House Settlement Head Start-Daycare,Prospect,Onboarding,,,No,Name,,Bronx,NY,10454,7189934854,,,
001PB00000XCwmqYAD,EASTER SEALS CALEB HEAD START,Prospect,Onboarding,,,No,Name,,MIAMI,Florida,33142,7866280103,,,
001PB00000HmuB1YAJ,Ecs - Plaza Head Start,Prospect,Onboarding,,,No,"Name, Website",https://www.ecscalifornia.org/head-start-locations,National City,CA,91950,(619) 474-3477,,,
001PB00000OAkBqYAL,Ellwood P Cubberley Head Start,Prospect,Onboarding,,,No,Name,,Long Beach,California,90810,(562) 497-1838,,,
001PB00000OAnxiYAD,Emanuel County Early Head Start,Prospect,Onboarding,,,No,Name,emanuel.k12.ga.us,Swainsboro,Georgia,30401,(478) 237-9593,,,
001Rd00000702SPIAY,EOA Children's Services,Prospect,Onboarding,,,No,Website,eoaheadstart.org,Rogers,Arkansas,72756,4798992783,,,
0013u00001MXb1vAAD,EOA Headstart,Prospect,Onboarding,,,No,"Name, Website",eoaheadstart.org,Rogers,Arkansas,72704,4799662529,,,
001PB00000PHLzJYAX,EOAC Head Start,Prospect,Onboarding,,,No,"Name, Website",https://www.headstartprogram.us/,Bellmead,Texas,76705,254-412-0313,,,
001Rd000001h0yfIAA,Everett ABCD Early Head Start,Prospect,Onboarding,,,No,Name,,,Massachusetts,,6178943199,,,
0013u00001ZScIdAAL,Fairbanks Native Assoc Head Start 0-5,Prospect,Onboarding,,,No,Name,fairbanksnative.org,FAIRBANKS,Alaska,99701,(907) 452-1648,,,
001PB00000PufuzYAB,Fairview Head Start Center,Prospect,Onboarding,,,No,Name,factinc.com,Huntsville,Tennessee,37756,(423) 663-9301,,,
0013u00001LKGRRAA5,Family/Child Learning Ctrs New Inc,Prospect,Onboarding,,,No,Website,https://www.fclcheadstart.com/,Rhinelander,Wisconsin,54501-2161,(715) 369-3050,,,
001PB00000PuV7cYAF,Finley Head Start Center,Prospect,Onboarding,,,No,"Name, Website",https://www.webbcountytx.gov/headstart/,Laredo,TX,78045,9567241105,,,
0013u00001MYIznAAH,Fond Du Lac Head Start,Prospect,Onboarding,,,No,Name,WWW.FDLREZ.COM,CLOQUET,Minnesota,55720,(218) 878-2653,,,
001Rd00000Dj3OrIAJ,Fort Peck Head Start,Prospect,Onboarding,,,No,Name,,,Montana,,14067683653,,,
001PB00000cKo1EYAS,Fort Valley State University Headstart,Prospect,Onboarding,,,No,Name,http://www.fvsu.edu,Butler,Georgia,31006,4788629225,,,
001PB00000PCoKQYA1,"Friends of Children of Mississippi, Inc. Mt. Sinai Head Start Center",Prospect,Onboarding,,,No,Name,,Hazlehurst,Mississippi,39083,6018941742,,,
001Rd000002QeTjIAK,Fulton Headstart,Prospect,Onboarding,,,No,Name,,,Mississippi,,6622319347,,,
001PB00000bfUBKYA2,"GADSDEN-Etowah County PROGRESS COUNCIL, INC. HEAD START/EHS PROGRAM",Prospect,Onboarding,,,No,Name,,,Alabama,,(256) 546-7431,,,
