SF Link,Account Name,Status,Combined Activation Status,Brightwheel Plan,Monthly Spend,EC Customer,K12 Signal,Website,City,State,Zip,Phone,Customer Type,Active Students,Billing Active (L30D)
0013u00001IyJrlAAF,Clear Fork Christian Preschool and Learning Center,Customer (Non-Premium),SaaS and Billing Activated,Premium,,No,Website,https://www.clearfork.k12.oh.us/index.php,BUTLER,Ohio,44822,4195652309,Single-Site,72,Yes
001PB00000b8Bc6YAE,MV Preschool,Active Premium Customer,Onboarding,Premium,$59.00,No,"Website, Contact Email",http://marsh.monte.k12.co.us/,Monte Vista,Colorado,81144,(719) 588-2980,Multi-Site Parent,19,
0013u00001W2AhKAAV,Town N Country Daycare,Active Premium Customer,SaaS and Billing Activated,Premium,$59.00,Yes,Website,mountainlake.k12.mn.us,Mountain Lake,Minnesota,56159,(507) 427-3303,Single-Site,53,Yes
001Rd000009T7SMIA0,Coolidge Unified School District,Active Premium Customer,SaaS and Billing Activated,Premium,$143.25,No,Name (District),,,Arizona,,(520) 518-0304,Single-Site,71,Yes
001PB00000R3aqbYAB,Eden Valley Watkins School,Active Premium Customer,SaaS and Billing Activated,Premium,$49.00,No,Website,evw.k12.mn.us,Eden Valley,Minnesota,55329,(320) 453-2001,Single-Site,71,Yes
001Rd000007P7ANIA0,Teddy Bear Preschool,Active Premium Customer,SaaS and Billing Activated,Premium,,No,Contact Email,http://doloresschools.org/preschool/,Dolores,Colorado,81323,(970) 882-7277,Single-Site,71,Yes
001PB00000IsPogYAF,Little Flyers Daycare & Preschool,Active Premium Customer,SaaS and Billing Activated,Premium,$62.03,No,"Website, Contact Email",flatrock.k12.in.us,Columbus,Indiana,46721,812-350-2526,Single-Site,67,Yes
001Rd00000CHW4gIAH,MVESC: Newcomerstown School District,Customer (Non-Premium),SaaS and Billing Activated,Premium,,No,Name (District),,,,,,Multi-Site Child,67,Yes
0013u00001Xof9ZAAR,"My Pumpkin Patch Preschool, LLC",Active Premium Customer,SaaS and Billing Activated,Premium,$135.00,No,Website,www.iwcs.k12.va.us/,,Virginia,,7578463711,Single-Site,66,Yes
001Rd000004vIh6IAE,Shullsburg Miner Childcare Center,Active Premium Customer,SaaS and Billing Activated,Premium,$100.00,No,Website,shullsburg.k12.wi.us,Shullsburg,Illinois,53586,(563) 451-2911,Single-Site,66,Yes
0013u00001gOAhZAAW,St Teresa of Calcutta Child Care Center- Location 2,Customer (Non-Premium),SaaS and Billing Activated,Premium,,No,Website,desales.pvt.k12.ia.us,Ossian,Iowa,52161-8100,563-532-9250,Multi-Site Child,64,Yes
001Rd00000DG7SfIAL,Metropolitan School District of Martinsville - Brooklyn STEM Sprouts Pre-K,Active Premium Customer,SaaS and Billing Activated,Premium,$54.39,Yes,Name (District),,,,,,Multi-Site Child,24,Yes
001Rd00000DG7SgIAL,Metropolitan School District of Martinsville - Centerton Sparks Pre-K,Active Premium Customer,SaaS and Billing Activated,Premium,$54.39,Yes,Name (District),,,,,,Multi-Site Child,13,Yes
001Rd00000DG7SjIAL,Metropolitan School District of Martinsville - Paragon Panther Cubs Pre-K,Active Premium Customer,SaaS and Billing Activated,Premium,$54.39,Yes,Name (District),,,,,,Multi-Site Child,11,Yes
001Rd00000DG7SiIAL,Metropolitan School District of Martinsville - Poston Tiger Cubs Pre-K,Active Premium Customer,SaaS and Billing Activated,Premium,$54.39,Yes,Name (District),,,,,,Multi-Site Child,20,Yes
001Rd00000DG7ShIAL,Metropolitan School District of Martinsville - Smith Bear Cubs Pre-K,Active Premium Customer,SaaS and Billing Activated,Premium,$54.39,Yes,Name (District),,,,,,Multi-Site Child,25,Yes
001Rd000003ppI6IAI,Metropolitan School District of Martinsville -Green Little Aggies Pre-K,Active Premium Customer,SaaS and Billing Activated,Premium,$54.39,Yes,Name (District),,,Indiana,,7653421486,Multi-Site Parent,13,Yes
001Rd00000DG7SkIAL,Metropolitan School District of Martinsville -South Little Artesians Pre-K,Active Premium Customer,SaaS and Billing Activated,Premium,$54.39,Yes,Name (District),,,,,,Multi-Site Child,26,Yes
001PB00000Mzo1gYAB,Luseland & District Discovery Daycare,Active Premium Customer,SaaS and Billing Activated,Premium,$56.18,No,Name (District),lskysd.ca,Luseland,Alberta,S0L 2A0,(306) 372-4330,Single-Site,63,Yes
001PB00000JUHq5YAH,Magnet Cove School District,Active Premium Customer,SaaS and Billing Activated,Premium,$49.00,No,"Website, Contact Email, Name (District)",magnetcove.k12.ar.us,Malvern,Arkansas,72104,(501) 332-5468,Single-Site,62,Yes
001Rd00000CHW4iIAH,MVESC: West Muskingum School District,Customer (Non-Premium),SaaS and Billing Activated,Premium,,No,Name (District),,,,,,Multi-Site Child,62,Yes
0013u00001pM0beAAC,Chassell Preschool,Active Premium Customer,SaaS and Billing Activated,Premium,$50.00,Yes,Contact Email,https://chassellschools.com/index.php,Chassell,Michigan,49916,9065233449,Single-Site,33,Yes
0013u00001qlOrRAAU,Clayton School District,Active Premium Customer,SaaS and Billing Activated,Premium,$50.00,Yes,"Website, Contact Email, Name (District)",claytonsd.k12.wi.us,Clayton,Wisconsin,54004-3520,(715) 948-2163,Single-Site,36,Yes
0011I00000QMljlQAD,District Montessori,Active Premium Customer,SaaS and Billing Activated,Premium,$70.00,No,Name (District),https://www.districtmontessori.org,Washington,DC,20003,(202) 294-4799,Single-Site,61,Yes
001Rd000002QzhqIAC,Jessamine Early Learning Village Child Care Center,Active Premium Customer,SaaS and Billing Activated,Premium,$0.29,No,Website,http://www.jessamine.k12.ky.us/10/Home,Nicholasville,Kentucky,40356,8598855358,Multi-Site Parent,61,Yes
0011I00000YJXUhQAP,Little Blue Jays Preschool,Active Premium Customer,SaaS and Billing Activated,Premium,$153.00,No,"Website, Contact Email",jr7.k12.mo.us,Festus,Missouri,63028,(636) 209-8491,Multi-Site Child,59,Yes
0013u00001arqZcAAI,North Crawford Early Learning Center,Active Premium Customer,SaaS and Billing Activated,Premium,$50.00,Yes,"Website, Contact Email",ncrawford.k12.wi.us,Soldiers Grove,Wisconsin,54655,6086245201,Single-Site,49,Yes
0013u00001ikmdfAAA,Biggar and District Daycare Project,Active Premium Customer,SaaS Only Activated,Premium,$81.25,No,Name (District),http://www.townofbiggar.com/142/Biggar-District-Daycare-Project,Biggar,Saskatchewan,S0K 0M0,(306) 948-3616,Single-Site,59,
001PB00000L16qTYAR,Preschool,Active Premium Customer,Onboarding,Premium,$50.00,No,Website,http://www.morongo.k12.ca.us,Lancaster,California,93534,16612337226,Single-Site,11,
0013u00001UeCd7AAF,Miller Heights,Active Premium Customer,SaaS and Billing Activated,Premium,$63.75,No,Website,https://basdwpweb.beth.k12.pa.us/millerheights/,Bethlehem,PENNSYLVANIA,18020,610-849-9183,Multi-Site Child,59,Yes
0013u00001q5PvgAAE,Tiny Terriers Child Care,Active Premium Customer,SaaS Only Activated,Premium,$50.00,Yes,"Website, Contact Email",thomas.k12.ok.us,Thomas,OK,73669,5806613522,Single-Site,33,
001Rd00000ABAzFIAX,Sycamore School District - Oscar Junior,Active Premium Customer,SaaS Only Activated,Premium,$55.56,No,Name (District),,,,,,Non-Target,59,
0013u00001WTUZYAA5,Granton Community Child Care Center,Active Premium Customer,SaaS Only Activated,Premium,$115.42,No,"Website, Contact Email",granton.k12.wi.us,Granton,Wisconsin,54436-7835,7152385130,Single-Site,58,
0013u000018BGjWAAW,Golden Gate Adventure Club,Active Premium Customer,SaaS and Billing Activated,Premium,$50.00,No,Website,camden.k12.nj.us,,New Jersey,,856) 691-8687,Enterprise,58,Yes
001PB00000JmE93YAF,Raider Childcare Center,Active Premium Customer,SaaS Only Activated,Premium,$116.17,No,"Website, Contact Email",wsd.k12.de.us,Greenwood,Delaware,19950,302-858-7290,Single-Site,56,
001PB00000YpmrrYAB,Elizabeth School District- Running Creek Preschool,Active Premium Customer,Onboarding,Premium,$49.00,No,Name (District),https://www.allbiz.com/business/running-creek-play-learning-center,Elizabeth,CO,80107,113036466759,Multi-Site Parent,12,
001Rd00000ANZvNIAX,Elkhart Community Schools,Active Premium Customer,SaaS Only Activated,Premium,$0.10,No,"Website, Contact Email",elkhart.k12.in.us,Elkhart,Indiana,46514,574-849-9556,Single-Site,56,
001PB00000Z7i0AYAR,Infant and Toddler Childcare- Elizabeth School District,Active Premium Customer,Onboarding,Premium,$49.00,No,Name (District),,,,,,Multi-Site Child,18,
0011I00000YIBVyQAP,Wee Patriots Preschool,Customer (Non-Premium),SaaS and Billing Activated,Free,,No,"Website, Contact Email",http://www.tri-village.k12.oh.us,NEW MADISON,Ohio,45346,9374590064,Single-Site,56,Yes
001Rd00000Evsq1IAB,Madison-Grant Early Learning Center,Active Premium Customer,SaaS Only Activated,Premium,$49.00,Yes,"Website, Contact Email",http://www.mgusc.k12.in.us/Preschool,Summitville,Indiana,46070,(765) 536-0008,Single-Site,19,
001PB00000K6l0lYAB,TTLC,Active Premium Customer,SaaS and Billing Activated,Premium,$129.00,No,"Website, Contact Email",gkb.k12.in.us,Garrett,Indiana,46738,260-553-0898,Single-Site,55,Yes
001PB00000LA2XZYA1,Little Tigers Childcare,Customer (Non-Premium),SaaS Only Activated,Premium,,No,Website,iowa-valley.k12.ia.us,Marengo,Iowa,52301,319-642-5422,Single-Site,55,
0011I00000yDWPqQAO,School District Of Tigerton,Active Premium Customer,SaaS and Billing Activated,Premium,$100.00,No,"Website, Contact Email, Name (District)",tigerton.k12.wi.us,Tigerton,Wisconsin,54486-9529,(715) 535-4046,Single-Site,54,Yes
001Rd00000DOIkHIAX,Room 2 Grow Learning Academy,Active Premium Customer,SaaS and Billing Activated,Premium,$49.00,Yes,Website,lowndes.k12.ga.us,Lake Park,Florida,31636,229-281-2718,Single-Site,58,Yes
001Rd00000F0913IAB,Shaker Regional School District,Active Premium Customer,SaaS Only Activated,Inactive,$49.00,No,Name (District),sau80.org,Belmont,New Hampshire,3220,(603)267-9223 ext 5315,Single-Site,46,
001PB00000Z7i09YAB,Singing Hills Preschool- Elizabeth School District,Active Premium Customer,Onboarding,Premium,$49.00,No,Name (District),,,,,,Multi-Site Child,19,
001PB00000GMIpxYAH,Little Lions Child Care Center,Active Premium Customer,SaaS and Billing Activated,Premium,$69.00,No,Website,lomira.k12.wi.us,,Wisconsin,,(262) 707-2249,Single-Site,53,Yes
001PB00000QUz2KYAT,GSRP,Active Premium Customer,SaaS Only Activated,Premium,$48.75,Yes,Website,summerfield.k12.mi.us,Petersburg,Michigan,49270,(517) 902-7492,Single-Site,40,
001Rd00000D3JHxIAN,Lancaster Elementary Preschool,Customer (Non-Premium),SaaS and Billing Activated,Premium,,No,"Website, Contact Email",nwcs.k12.in.us,,,,2606224125,Multi-Site Parent,53,Yes
0013u000018peTCAAY,Sunol Glen Preschool,Cancelled Customer,SaaS and Billing Activated,Free,,No,"Website, Contact Email",sunol.k12.ca.us,Sunol,California,94586,925-580-9306,Single-Site,53,Yes
0011I00000yBhFeQAK,Global Tech After School at Whitefoord Early Learning Academy,Active Premium Customer,SaaS and Billing Activated,Premium,$83.33,No,Contact Email,http://www.globaltechacademy.com/toomer,Atlanta,GA,30317,404) 919-9948,Multi-Site Child,52,No
001Rd00000BWGhdIAH,Little Wildcats,Customer (Non-Premium),SaaS Only Activated,Premium,,No,"Website, Contact Email",gjcs.k12.in.us,,Indiana,,8123093985,Single-Site,52,
0013u000016qzT2AAI,Swifton ABC Preschools - Location 2,Active Premium Customer,SaaS Only Activated,Premium,$95.00,No,"Website, Contact Email",https://www.bulldogs.k12.ar.us/,TUCKERMAN,AR,72473,8703492312,Multi-Site Child,51,No
001PB00000RaASjYAN,Ms. Davis After School Academy,Active Premium Customer,SaaS and Billing Activated,Premium,$0.29,No,Website,http://www.henry.k12.ky.us/school_home.aspx?schoolID=6,New Castle,KY,40050,5022202905,Single-Site,51,No
0013u00001dBNZ7AAO,Shepherd Sprouts,Active Premium Customer,SaaS Only Activated,Premium,$40.00,Yes,"Website, Contact Email",shepherd.k12.mt.us,Shepherd,Montana,59079,4063735461,Single-Site,34,
0013u00001lJKRJAA4,Francis E. Donnelly,Active Premium Customer,Onboarding,Premium,$39.51,No,Website,http://www.logan.k12.nj.us/,Swedesboro,NEW JERSEY,8055,856-905-2067,Enterprise,18,Yes
001Rd00000AyIU9IAN,Quitman Elementary school,Active Premium Customer,SaaS and Billing Activated,Premium,$108.00,No,"Website, Contact Email",quitman.k12.ar.us,QUITMAN,Arkansas,72131,#ERROR!,Single-Site,50,Yes
0013u00001lJK2KAAW,Merchantville,Active Premium Customer,Onboarding,Premium,$39.51,No,Website,https://newbie.collingswood.k12.nj.us/,Collingswood,NEW JERSEY,8109,8569054803,Enterprise,29,Yes
001Rd00000HIV5BIAX,Greenland School District,Active Premium Customer,SaaS and Billing Activated,Premium,$99.00,No,"Website, Name (District)",https://greenlandschools.k12.ar.us/24353,GREENLAND,Arkansas,72737,4795212366,Single-Site,50,Yes
0013u00001IFeS5AAL,Big Springs Child Care Center,Active Premium Customer,SaaS and Billing Activated,Premium,$62.42,No,Contact Email,https://www.bigspringsschool.org/,Montague,California,96064,530-459-3981,Single-Site,50,Yes
001Rd00000CHGXlIAP,MVESC: East Muskingum School District,Customer (Non-Premium),SaaS and Billing Activated,Premium,,No,Name (District),mvesc.org,Caldwell,Ohio,43724,740-452-4518,Multi-Site Parent,50,Yes
001Rd00000CHW4dIAH,MVESC: Southern Local School District,Customer (Non-Premium),SaaS Only Activated,Premium,,No,Name (District),,,,,,Multi-Site Child,48,
0011I00000gLLYkQAO,Paton-Churdan Early Learning Center,Inactive Prospect,SaaS Only Activated,Free,,No,Website,http://www.paton-churdan.k12.ia.us/early_learning_center,Churdan,Iowa,50050,515-389-3129,Single-Site,48,No
001Rd000003cT7LIAU,Colton Childcare,Active Premium Customer,SaaS Only Activated,Premium,$50.00,No,Website,colton.k12.wa.us,,Washington,,(208)310-6027,Single-Site,47,
001PB00000TxebpYAB,Clear Lake School District,Active Premium Customer,SaaS Only Activated,Premium,$69.00,No,Name (District),clwarriors.org,Clear Lake,Wisconsin,54005,1752632111,Single-Site,46,
001Rd000000gQFpIAM,Searcy School District,Active Premium Customer,SaaS and Billing Activated,Premium,,No,Name (District),searcyschools.org,,Arkansas,,(501) 230-0383,Multi-Site Parent,44,Yes
0013u00001RQw71AAD,Sargent Childcare Association,Active Premium Customer,SaaS and Billing Activated,Premium,$65.00,No,Website,http://www.sargent.k12.co.us/sargent-preschool-toddlers,Monte Vista,Colorado,81144,719-852-5214,Single-Site,43,Yes
001Rd00000FNec1IAD,Monument School,Active Premium Customer,Onboarding,Premium,$18.00,No,"Website, Contact Email",grantesd.k12.or.us,Monument,Oregon,97864,(541) 934-2646,Single-Site,4,
0013u00001bOZKQAA4,River Road Park and Rec District,Active Premium Customer,SaaS Only Activated,Premium,$80.00,No,Name (District),rrpark.org,Eugene,Oregon,97404,5416884052,Single-Site,42,
0013u00001PyWt2AAF,Kidz At Work,Active Premium Customer,SaaS and Billing Activated,Premium,$65.00,No,Website,https://www.stcharles.k12.la.us/Page/11901,Destrehan,Louisiana,70047,19857647700,Single-Site,41,Yes
0013u00001UeCdCAAV,Calypso,Active Premium Customer,SaaS and Billing Activated,Premium,$63.75,No,Website,https://basdwpweb.beth.k12.pa.us/calypso/,Bethlehem,Pennsylvania,18018,6108499313,Multi-Site Child,40,Yes
0013u00001UeCd6AAF,Farmersville,Active Premium Customer,SaaS and Billing Activated,Premium,$63.75,No,Website,https://basdwpweb.beth.k12.pa.us/farmersville/,Easton,Pennsylvania,18045,555-555-5555,Multi-Site Child,40,Yes
001Rd00000DF85rIAD,New Market Elementary,Active Premium Customer,SaaS and Billing Activated,Premium,$0.10,No,"Website, Contact Email",southmont.k12.in.us,New Ross,Indiana,47968,7658660203,Multi-Site Parent,40,Yes
001Rd000000mX8BIAU,Searcy School District - Location 3,Active Premium Customer,SaaS Only Activated,Premium,,No,Name (District),,,,,,Multi-Site Child,40,
0013u00001WRjCeAAL,St Mary'S School Extended Care-IOWA,Customer (Non-Premium),SaaS and Billing Activated,Premium,,No,"Website, Contact Email",http://www.stmarys-storm.pvt.k12.ia.us/,Manchester,Iowa,52057,(563) 927-3689,Single-Site,38,Yes
001PB00000NI83XYAT,Little Panthers Child Care,Active Premium Customer,SaaS and Billing Activated,Premium,$99.00,No,"Website, Contact Email",pembine.k12.wi.us,Pembine,Wisconsin,54156-9480,715-324-5314,Single-Site,37,Yes
0013u00001gyxMMAAY,Tripoli Community School District Preschool Program,Customer (Non-Premium),SaaS Only Activated,Premium,,No,"Website, Contact Email, Name (District)",https://www.tripoli.k12.ia.us/,Tripoli,Iowa,50676,(319) 882-4203,Single-Site,37,
001PB00000PXeBZYA1,Central Elementary,Cancelled Customer,SaaS Only Activated,Free,,No,"Website, Contact Email",vassar.k12.mi.us,,Michigan,,(989) 823-4284,Single-Site,37,
0011I00000b84JvQAI,Museum District Childcare Center,Active Premium Customer,SaaS and Billing Activated,Premium,$100.00,No,Name (District),www.museumdistrictchildcarecenter.com/,Houston,Texas,77005,2817859943,Multi-Site Parent,35,Yes
0011I00001415h1QAA,Canby Child Development Center,Active Premium Customer,SaaS Only Activated,Premium,$50.00,No,"Website, Contact Email",canby.k12.or.us,Canby,Oregon,97013,5032637200 ext: 5612,Single-Site,35,
001Rd00000BJMXxIAP,Scott County School District 2 - Johnson Elementary,Active Premium Customer,SaaS Only Activated,Premium,$0.10,No,"Contact Email, Name (District)",,,,,,Multi-Site Child,34,
001Rd00000CHW4jIAH,MVESC: Trimble Local School District,Customer (Non-Premium),SaaS and Billing Activated,Premium,,No,Name (District),,,,,,Multi-Site Child,33,Yes
0013u00001jF3xwAAC,E.L. Wiegand Early Learning Center - Location 4,Active Premium Customer,SaaS and Billing Activated,Premium,,Yes,Website,http://ees.fz.k12.mo.us/,Reno,NEVADA,89509,775-360-2482,Multi-Site Child,74,Yes
0013u00001RS6BfAAL,Kiowa District Hospital Child Care Center,Active Premium Customer,SaaS Only Activated,Premium,,Yes,Name (District),k-d-h.com,Kiowa,KANSAS,67070,15099453811,Single-Site,51,
0013u00001B0nXFAAZ,Woods Cross ETEC,Active Premium Customer,SaaS Only Activated,Premium,$42.50,No,Website,http://www.davis.k12.ut.us/Domain/7954,Woods Cross,Oklahoma,84087,(801) 402-4530,Multi-Site Child,31,
0013u00001J154WAAR,Kids Korner Child Care,Customer (Non-Premium),SaaS and Billing Activated,Premium,,No,Website,http://www.laurens-marathon.k12.ia.us/,Laurens,Iowa,50554-1008,7128415437,Single-Site,31,Yes
001Rd00000CChOsIAL,Martins Ferry City School District,Customer (Non-Premium),SaaS Only Activated,Premium,,No,Name (District),mfcsd.org,Martins Ferry,Ohio,43935,3042809921,Single-Site,31,
0013u00001dUVesAAG,Tahoe Forest Hospital District Childcare Center,Active Premium Customer,SaaS and Billing Activated,Premium,,Yes,Name (District),,,California,,(530) 582-6587,Single-Site,144,Yes
0013u0000188Tv1AAE,Northridge Child Care Center,Active Premium Customer,SaaS Only Activated,Premium,$42.50,No,Website,https://lhs.davis.k12.ut.us/,Salt Lake City,Utah,84041,8014024930,Multi-Site Child,30,
